filename,cdr_url,has_fileset
31753875,https://cdr.lib.unc.edu/concern/articles/3b591n52d,true
37059269,https://cdr.lib.unc.edu/concern/articles/hd76sc977,false
35414094,https://cdr.lib.unc.edu/concern/articles/5h73q852c,true
35694638,https://cdr.lib.unc.edu/concern/articles/6h4416289,false
37263825,https://cdr.lib.unc.edu/concern/articles/ww72br530,false
30851990,https://cdr.lib.unc.edu/concern/articles/p2677684w,true
33560699,https://cdr.lib.unc.edu/concern/articles/ht24wz33r,false
31725538,https://cdr.lib.unc.edu/concern/articles/f1881z88j,true
34027033,https://cdr.lib.unc.edu/concern/articles/wm1181794,true
34469801,https://cdr.lib.unc.edu/concern/articles/8s45qp206,false
35529842,https://cdr.lib.unc.edu/concern/articles/rx914356v,true
37087110,https://cdr.lib.unc.edu/concern/articles/dr26zb52m,false
35126825,https://cdr.lib.unc.edu/concern/articles/fx71b016s,false
37968556,https://cdr.lib.unc.edu/concern/articles/zp38ws91f,false
37023659,https://cdr.lib.unc.edu/concern/articles/x920g996v,false
32846061,https://cdr.lib.unc.edu/concern/articles/w9505c82n,false
33162669,https://cdr.lib.unc.edu/concern/articles/vm40z522d,false
36848752,https://cdr.lib.unc.edu/concern/articles/hd76sc72c,false
34382033,,
36335802,https://cdr.lib.unc.edu/concern/articles/n87105399,false
36965173,https://cdr.lib.unc.edu/concern/articles/h989rh56z,true
37206661,https://cdr.lib.unc.edu/concern/articles/1j92gn63z,true
32479356,,
31042467,https://cdr.lib.unc.edu/concern/articles/hx11xq65f,true
33852868,https://cdr.lib.unc.edu/concern/articles/0v838c80j,false
35461958,https://cdr.lib.unc.edu/concern/articles/r781ww070,false
35764640,https://cdr.lib.unc.edu/concern/articles/hq37w274x,true
39698074,,
36798154,,
34485883,,
32818719,https://cdr.lib.unc.edu/concern/articles/3484zw12r,true
39014349,https://cdr.lib.unc.edu/concern/articles/t435gt659,true
35398750,https://cdr.lib.unc.edu/concern/articles/1g05fr08p,false
35114739,https://cdr.lib.unc.edu/concern/articles/9593v8149,false
33779428,https://cdr.lib.unc.edu/concern/articles/3r075692d,false
32666635,https://cdr.lib.unc.edu/concern/articles/1j92gm53h,true
35650320,https://cdr.lib.unc.edu/concern/articles/0c483z270,false
35113718,https://cdr.lib.unc.edu/concern/articles/wh247568k,false
34265090,https://cdr.lib.unc.edu/concern/articles/nk322t39x,false
33024979,,
34791480,,
30673870,https://cdr.lib.unc.edu/concern/articles/5q47s1269,false
32081008,https://cdr.lib.unc.edu/concern/articles/mp48sr92r,true
34006202,https://cdr.lib.unc.edu/concern/articles/b27747807,true
30554522,https://cdr.lib.unc.edu/concern/articles/1544c219c,true
37365258,https://cdr.lib.unc.edu/concern/articles/z603rb514,true
33177475,https://cdr.lib.unc.edu/concern/articles/vq280187p,false
36420110,https://cdr.lib.unc.edu/concern/articles/pc289x31w,false
37205547,,
30604186,,
37079391,https://cdr.lib.unc.edu/concern/articles/q524k254g,false
29608967,https://cdr.lib.unc.edu/concern/articles/s4655v67s,false
36993425,,
34127805,https://cdr.lib.unc.edu/concern/articles/2v23w720t,false
30357661,https://cdr.lib.unc.edu/concern/articles/9c67x010j,true
31138889,https://cdr.lib.unc.edu/concern/articles/bv73cc08k,false
31659792,https://cdr.lib.unc.edu/concern/articles/5999ng357,true
29563165,https://cdr.lib.unc.edu/concern/articles/wh247447m,true
37548230,https://cdr.lib.unc.edu/concern/articles/tt44q166c,true
37466697,https://cdr.lib.unc.edu/concern/articles/g445ct206,false
33755712,https://cdr.lib.unc.edu/concern/articles/jm2153182,true
38625839,,
32290779,https://cdr.lib.unc.edu/concern/articles/1r66jd406,false
34590684,https://cdr.lib.unc.edu/concern/articles/ms35tp438,false
33791591,https://cdr.lib.unc.edu/concern/articles/gq67k4122,false
30947748,https://cdr.lib.unc.edu/concern/articles/h415pp33q,true
31007613,https://cdr.lib.unc.edu/concern/articles/3b591m861,true
35001018,https://cdr.lib.unc.edu/concern/articles/kw52jp06q,false
37949067,https://cdr.lib.unc.edu/concern/articles/m900p811v,false
34887702,https://cdr.lib.unc.edu/concern/articles/vt150x813,false
33169016,https://cdr.lib.unc.edu/concern/articles/kw52jn43n,false
30570586,https://cdr.lib.unc.edu/concern/articles/6w924n323,true
37645913,,
29327269,https://cdr.lib.unc.edu/concern/articles/wp988z153,true
29211917,https://cdr.lib.unc.edu/concern/articles/3197xz510,true
33901729,https://cdr.lib.unc.edu/concern/articles/cc08hv34t,false
35281475,https://cdr.lib.unc.edu/concern/articles/k3569h95b,true
35355618,,
35688671,https://cdr.lib.unc.edu/concern/articles/b8516245b,false
35144008,https://cdr.lib.unc.edu/concern/articles/th83mc38d,false
34727387,https://cdr.lib.unc.edu/concern/articles/5t34sx88c,false
36470581,,
30838598,,
35544348,https://cdr.lib.unc.edu/concern/articles/6h4416203,false
39170642,,
36794668,https://cdr.lib.unc.edu/concern/articles/gx41mz00s,true
37569851,,
35841487,https://cdr.lib.unc.edu/concern/articles/n296xc730,false
34440011,https://cdr.lib.unc.edu/concern/articles/jm2153246,true
35246274,https://cdr.lib.unc.edu/concern/articles/2801pw04p,true
37651422,,
32299667,https://cdr.lib.unc.edu/concern/articles/vm40z504g,false
33431841,,
31839009,https://cdr.lib.unc.edu/concern/articles/8p58ps23s,true
30922700,https://cdr.lib.unc.edu/concern/articles/4x51hw65f,true
37659730,https://cdr.lib.unc.edu/concern/articles/gx41mx74c,false
36475639,https://cdr.lib.unc.edu/concern/articles/1r66jd92z,false
36720643,https://cdr.lib.unc.edu/concern/articles/r207v3101,false
34975350,https://cdr.lib.unc.edu/concern/articles/tx31qx655,true
32377027,https://cdr.lib.unc.edu/concern/articles/kh04f292j,false
36878025,https://cdr.lib.unc.edu/concern/articles/rx914368n,false
37148880,https://cdr.lib.unc.edu/concern/articles/4t64h229x,false
34205273,https://cdr.lib.unc.edu/concern/articles/sn00b988t,true
37795845,https://cdr.lib.unc.edu/concern/articles/kk91g092z,true
29603049,https://cdr.lib.unc.edu/concern/articles/jh344539c,true
33656335,https://cdr.lib.unc.edu/concern/articles/6m312256h,false
35731815,https://cdr.lib.unc.edu/concern/articles/h128nt446,false
37542784,https://cdr.lib.unc.edu/concern/articles/zp38ws80x,false
30127358,https://cdr.lib.unc.edu/concern/articles/41687p88d,true
37919447,https://cdr.lib.unc.edu/concern/articles/g158bz22q,true
31378268,https://cdr.lib.unc.edu/concern/articles/r207v186z,false
34346558,https://cdr.lib.unc.edu/concern/articles/hd76sc41c,true
31031411,https://cdr.lib.unc.edu/concern/articles/n583z428k,true
35036845,https://cdr.lib.unc.edu/concern/articles/m613n957t,true
34743364,https://cdr.lib.unc.edu/concern/articles/zc77t399t,false
37644173,https://cdr.lib.unc.edu/concern/articles/hh63t8656,false
31773445,https://cdr.lib.unc.edu/concern/articles/m613n900p,false
31662589,https://cdr.lib.unc.edu/concern/articles/dr26z903g,true
35030563,https://cdr.lib.unc.edu/concern/articles/xp68kw18s,false
31346838,https://cdr.lib.unc.edu/concern/articles/wm1181263,false
30297838,https://cdr.lib.unc.edu/concern/articles/r494vx593,true
32274464,https://cdr.lib.unc.edu/concern/articles/q237j4605,true
33107096,https://cdr.lib.unc.edu/concern/articles/ns064k51r,false
35723793,https://cdr.lib.unc.edu/concern/articles/gq67k4874,false
33389603,https://cdr.lib.unc.edu/concern/articles/h989rg74p,false
37073586,https://cdr.lib.unc.edu/concern/articles/xs55ms377,false
37949070,https://cdr.lib.unc.edu/concern/articles/9g54xx54w,false
37995655,https://cdr.lib.unc.edu/concern/articles/jq085z53s,false
30548581,https://cdr.lib.unc.edu/concern/articles/3197xz87c,true
35217414,https://cdr.lib.unc.edu/concern/articles/6t053v46v,false
32229549,https://cdr.lib.unc.edu/concern/articles/7s75dr634,false
36844480,https://cdr.lib.unc.edu/concern/articles/fj236d70c,false
30007049,https://cdr.lib.unc.edu/concern/articles/cc08ht390,true
33689190,https://cdr.lib.unc.edu/concern/articles/cf95jr473,false
36914248,https://cdr.lib.unc.edu/concern/articles/xg94j3674,false
38274832,,
35852017,https://cdr.lib.unc.edu/concern/articles/sf268j38b,false
33492534,https://cdr.lib.unc.edu/concern/articles/4j03dc83r,false
38045262,,
31970609,https://cdr.lib.unc.edu/concern/articles/ht24wz031,false
34539062,https://cdr.lib.unc.edu/concern/articles/1831cz206,false
32451736,https://cdr.lib.unc.edu/concern/articles/pv63gc70t,true
33799022,https://cdr.lib.unc.edu/concern/articles/bz60d838j,false
34294756,https://cdr.lib.unc.edu/concern/articles/3b591p33d,true
37745496,,
31341789,https://cdr.lib.unc.edu/concern/articles/0p096k625,false
38826420,,
30574873,https://cdr.lib.unc.edu/concern/articles/4j03db632,true
36755547,https://cdr.lib.unc.edu/concern/articles/b8516276b,true
31761123,,
33038448,,
35476893,https://cdr.lib.unc.edu/concern/articles/x346dh89z,false
38706317,https://cdr.lib.unc.edu/concern/articles/3j333g57g,true
36755585,https://cdr.lib.unc.edu/concern/articles/rr172b21h,false
33876428,https://cdr.lib.unc.edu/concern/articles/bn999m36g,false
31960341,https://cdr.lib.unc.edu/concern/articles/rj430h44v,false
37148883,https://cdr.lib.unc.edu/concern/articles/vm40z576q,false
30811861,,
37883368,,
33633431,,
37094650,https://cdr.lib.unc.edu/concern/articles/7s75ds60h,false
30941844,https://cdr.lib.unc.edu/concern/articles/r781wv42c,true
34806961,https://cdr.lib.unc.edu/concern/articles/cr56nd506,true
34953784,https://cdr.lib.unc.edu/concern/articles/0z709915p,false
29779862,https://cdr.lib.unc.edu/concern/articles/rf55zm194,true
36530945,https://cdr.lib.unc.edu/concern/articles/mp48ss627,true
31630966,,
35288335,https://cdr.lib.unc.edu/concern/articles/hx11xv127,false
36311246,,
30938175,https://cdr.lib.unc.edu/concern/articles/mk61rs509,true
29368959,https://cdr.lib.unc.edu/concern/articles/5h73q6872,true
33654870,https://cdr.lib.unc.edu/concern/articles/kk91fz66z,true
30825656,,
37632019,,
31744573,https://cdr.lib.unc.edu/concern/articles/xw42nm614,false
36538699,https://cdr.lib.unc.edu/concern/articles/zw12zk10q,false
36595641,,
33564714,https://cdr.lib.unc.edu/concern/articles/h128ns29w,true
39219500,,
29775245,https://cdr.lib.unc.edu/concern/articles/2801pt74z,true
37315866,https://cdr.lib.unc.edu/concern/articles/k3569j549,false
33541543,https://cdr.lib.unc.edu/concern/articles/xg94j2996,false
35739269,https://cdr.lib.unc.edu/concern/articles/0c483z50s,false
30994072,https://cdr.lib.unc.edu/concern/articles/ms35tn72h,true
31811351,https://cdr.lib.unc.edu/concern/articles/vx021s89b,false
37352734,https://cdr.lib.unc.edu/concern/articles/w0892r34p,false
38414432,,
38289825,https://cdr.lib.unc.edu/concern/articles/fj236g402,true
33705756,https://cdr.lib.unc.edu/concern/articles/g445cs48p,false
31959275,https://cdr.lib.unc.edu/concern/articles/t722hp07f,false
31778846,https://cdr.lib.unc.edu/concern/articles/bv73c5888,true
32367019,,
33876389,https://cdr.lib.unc.edu/concern/articles/bv73cc613,false
35247352,https://cdr.lib.unc.edu/concern/articles/wp9890609,false
37207682,https://cdr.lib.unc.edu/concern/articles/7h14b413j,false
34333739,https://cdr.lib.unc.edu/concern/articles/gb19fk254,false
29707764,https://cdr.lib.unc.edu/concern/articles/mw22vj111,false
30004627,https://cdr.lib.unc.edu/concern/articles/0r967g257,true
37418062,https://cdr.lib.unc.edu/concern/articles/kh04f3949,false
32861047,https://cdr.lib.unc.edu/concern/articles/0r967g966,false
31422918,https://cdr.lib.unc.edu/concern/articles/b5645463t,false
36530363,,
32539840,https://cdr.lib.unc.edu/concern/articles/vq2801897,true
39070651,,
33597266,https://cdr.lib.unc.edu/concern/articles/76537f616,false
36475373,https://cdr.lib.unc.edu/concern/articles/1n79hh948,false
32864472,https://cdr.lib.unc.edu/concern/articles/sn00b963z,true
30698330,https://cdr.lib.unc.edu/concern/articles/j3860m047,true
35701873,,
32947485,https://cdr.lib.unc.edu/concern/articles/w9505c59v,false
37919455,https://cdr.lib.unc.edu/concern/articles/c821h016r,false
36225657,https://cdr.lib.unc.edu/concern/articles/j6731h66g,false
38664150,https://cdr.lib.unc.edu/concern/articles/5d86pd708,false
37647124,https://cdr.lib.unc.edu/concern/articles/5m60r618h,false
32031351,https://cdr.lib.unc.edu/concern/articles/cj82km406,false
34520443,https://cdr.lib.unc.edu/concern/articles/cf95jr60n,false
37439456,https://cdr.lib.unc.edu/concern/articles/x059cn62h,true
33859545,https://cdr.lib.unc.edu/concern/articles/ns064k36n,false
32434747,https://cdr.lib.unc.edu/concern/articles/c534g2215,false
35103387,,
34751996,https://cdr.lib.unc.edu/concern/articles/h989rg678,false
34916008,https://cdr.lib.unc.edu/concern/articles/qz20t578x,false
35233983,https://cdr.lib.unc.edu/concern/articles/nv935g730,false
33619752,https://cdr.lib.unc.edu/concern/articles/3197z0724,false
30747356,,
31534983,,
33093626,,
34934254,https://cdr.lib.unc.edu/concern/articles/kp78gv966,false
38410455,,
39130129,,
30617588,,
34249492,https://cdr.lib.unc.edu/concern/articles/fq978722n,false
38250564,https://cdr.lib.unc.edu/concern/articles/rf55zn645,false
37020443,https://cdr.lib.unc.edu/concern/articles/tt44q1696,true
32353591,https://cdr.lib.unc.edu/concern/articles/p5548526n,false
33224430,https://cdr.lib.unc.edu/concern/articles/ng451w98n,false
30994071,https://cdr.lib.unc.edu/concern/articles/8336hd83f,false
32925564,https://cdr.lib.unc.edu/concern/articles/s7526s02d,false
32109828,https://cdr.lib.unc.edu/concern/articles/qz20t558f,false
36448755,https://cdr.lib.unc.edu/concern/articles/td96kg830,true
32338522,https://cdr.lib.unc.edu/concern/articles/76537f13j,false
32881417,https://cdr.lib.unc.edu/concern/articles/cf95jr10f,false
36942154,,
38180851,https://cdr.lib.unc.edu/concern/articles/vt150z691,true
30970254,https://cdr.lib.unc.edu/concern/articles/pk02ck62j,true
31586510,,
32792258,https://cdr.lib.unc.edu/concern/articles/z316qd031,false
34289098,https://cdr.lib.unc.edu/concern/articles/5q47s202x,true
33519105,https://cdr.lib.unc.edu/concern/articles/8c97m374f,false
34702248,https://cdr.lib.unc.edu/concern/articles/tm70n787c,true
31133439,https://cdr.lib.unc.edu/concern/articles/7w62fn32c,false
30836764,https://cdr.lib.unc.edu/concern/articles/5425kp657,false
30671778,https://cdr.lib.unc.edu/concern/articles/nv935f75b,false
29673965,,
37131605,,
31437325,https://cdr.lib.unc.edu/concern/articles/n009wf02m,true
29988116,https://cdr.lib.unc.edu/concern/articles/9p290n77p,true
30778238,https://cdr.lib.unc.edu/concern/articles/8k71nw00z,true
31811596,https://cdr.lib.unc.edu/concern/articles/p26776919,false
35720128,https://cdr.lib.unc.edu/concern/articles/pc289x59k,true
36923540,https://cdr.lib.unc.edu/concern/articles/6682xj74g,true
31694152,https://cdr.lib.unc.edu/concern/articles/7h14b311s,true
31230407,https://cdr.lib.unc.edu/concern/articles/j098zp84k,true
32773474,https://cdr.lib.unc.edu/concern/articles/k3569h40r,false
32708978,https://cdr.lib.unc.edu/concern/articles/7s75dn91p,true
29704858,https://cdr.lib.unc.edu/concern/articles/9p290n96w,false
37575887,https://cdr.lib.unc.edu/concern/articles/np193q075,false
32788188,https://cdr.lib.unc.edu/concern/articles/jw827r163,true
33527411,https://cdr.lib.unc.edu/concern/articles/gt54m180f,false
37485235,,
36541638,https://cdr.lib.unc.edu/concern/articles/gx41mx601,false
34358763,https://cdr.lib.unc.edu/concern/articles/7h14b357d,false
35309163,https://cdr.lib.unc.edu/concern/articles/qv33s888x,false
37120330,https://cdr.lib.unc.edu/concern/articles/bg257v270,false
38693901,https://cdr.lib.unc.edu/concern/articles/ng451z35s,false
31178982,https://cdr.lib.unc.edu/concern/articles/jm2152461,false
33484635,https://cdr.lib.unc.edu/concern/articles/9g54xw923,false
33587499,,
32292699,https://cdr.lib.unc.edu/concern/articles/z603r9551,false
32005549,https://cdr.lib.unc.edu/concern/articles/6h441562d,false
38360332,https://cdr.lib.unc.edu/concern/articles/5999nh77z,false
36481607,,
35290940,https://cdr.lib.unc.edu/concern/articles/fj236f56r,false
37077926,https://cdr.lib.unc.edu/concern/articles/c247f590b,false
32732633,,
30431289,https://cdr.lib.unc.edu/concern/articles/tm70n694k,false
31221856,,
35034243,,
36585893,https://cdr.lib.unc.edu/concern/articles/m900p7756,false
33225044,https://cdr.lib.unc.edu/concern/articles/pc289w583,false
33026293,https://cdr.lib.unc.edu/concern/articles/wh247515j,false
31422490,https://cdr.lib.unc.edu/concern/articles/ng451w653,false
38929453,https://cdr.lib.unc.edu/concern/articles/s1785146c,true
35302952,https://cdr.lib.unc.edu/concern/articles/2n49tg355,false
30079576,https://cdr.lib.unc.edu/concern/articles/g158bw26d,true
37704749,https://cdr.lib.unc.edu/concern/articles/8k71nx67j,true
31721082,https://cdr.lib.unc.edu/concern/articles/3n2049340,false
34210892,,
37160645,https://cdr.lib.unc.edu/concern/articles/n8710554d,true
35647633,,
39078571,https://cdr.lib.unc.edu/concern/articles/8w32rm162,true
30256459,https://cdr.lib.unc.edu/concern/articles/tm70n6921,false
33840813,https://cdr.lib.unc.edu/concern/articles/9g54xw98r,true
36597893,https://cdr.lib.unc.edu/concern/articles/1831cz75s,false
36777049,https://cdr.lib.unc.edu/concern/articles/3b591p51b,false
34592837,https://cdr.lib.unc.edu/concern/articles/fj236f28k,false
33448434,,
36191026,https://cdr.lib.unc.edu/concern/articles/bc386x98h,true
34966480,,
29953905,https://cdr.lib.unc.edu/concern/articles/df65vm85z,true
35077743,https://cdr.lib.unc.edu/concern/articles/rn301f32h,false
35839534,https://cdr.lib.unc.edu/concern/articles/rr172985v,false
37549545,https://cdr.lib.unc.edu/concern/articles/wp9890901,false
37660147,,
36276406,https://cdr.lib.unc.edu/concern/articles/9k41zt46f,false
32568802,https://cdr.lib.unc.edu/concern/articles/z316qc973,false
33052498,https://cdr.lib.unc.edu/concern/articles/v692tm86x,false
36524872,,
29236542,https://cdr.lib.unc.edu/concern/articles/1544c1861,false
35433057,https://cdr.lib.unc.edu/concern/articles/70795p359,true
35661018,https://cdr.lib.unc.edu/concern/articles/6m312288s,false
38572746,https://cdr.lib.unc.edu/concern/articles/2v23w8198,false
34128224,https://cdr.lib.unc.edu/concern/articles/jq085x87d,false
34658003,https://cdr.lib.unc.edu/concern/articles/v692tn244,false
34536004,,
38510464,,
37330430,https://cdr.lib.unc.edu/concern/articles/2n49tg85c,false
37070735,https://cdr.lib.unc.edu/concern/articles/wd376921n,true
39605475,,
32960584,https://cdr.lib.unc.edu/concern/articles/j9602d44p,false
36500483,https://cdr.lib.unc.edu/concern/articles/c821gz730,true
34655525,https://cdr.lib.unc.edu/concern/articles/ks65hn71z,true
37075698,,
32743977,https://cdr.lib.unc.edu/concern/articles/j6731g803,false
34172114,https://cdr.lib.unc.edu/concern/articles/7h14b350g,false
31571020,https://cdr.lib.unc.edu/concern/articles/0k225p956,true
37647673,https://cdr.lib.unc.edu/concern/articles/dv140732h,false
30663010,https://cdr.lib.unc.edu/concern/articles/4x51ht30x,true
33527225,,
36424694,https://cdr.lib.unc.edu/concern/articles/9p290q18x,true
39247706,,
31445232,https://cdr.lib.unc.edu/concern/articles/00000518g,true
29144191,https://cdr.lib.unc.edu/concern/articles/r494vx39m,true
38848441,https://cdr.lib.unc.edu/concern/articles/hq37w317h,true
39854355,https://cdr.lib.unc.edu/concern/articles/5999nj00j,true
31980732,https://cdr.lib.unc.edu/concern/articles/rr172938g,false
30599266,https://cdr.lib.unc.edu/concern/articles/j3860k96r,true
36015325,https://cdr.lib.unc.edu/concern/articles/ff365k31v,true
33844860,https://cdr.lib.unc.edu/concern/articles/th83mb874,false
35904107,https://cdr.lib.unc.edu/concern/articles/bg257v092,false
32109239,https://cdr.lib.unc.edu/concern/articles/nz806c096,true
30917014,https://cdr.lib.unc.edu/concern/articles/tq57p393t,true
36030173,https://cdr.lib.unc.edu/concern/articles/ks65hs28h,false
31504938,https://cdr.lib.unc.edu/concern/articles/z316qc68n,true
34716596,https://cdr.lib.unc.edu/concern/articles/pg15bt535,false
31582778,https://cdr.lib.unc.edu/concern/articles/d791st970,false
35850026,https://cdr.lib.unc.edu/concern/articles/6h441653n,true
39035467,,
35195276,https://cdr.lib.unc.edu/concern/articles/tb09jk92r,true
32118693,https://cdr.lib.unc.edu/concern/articles/1v53k958w,false
32694380,https://cdr.lib.unc.edu/concern/articles/1g05fq57d,false
38345239,https://cdr.lib.unc.edu/concern/articles/vt150z623,true
36470207,https://cdr.lib.unc.edu/concern/articles/tb09jk56w,false
37148652,https://cdr.lib.unc.edu/concern/articles/cc08hv82g,false
35768639,https://cdr.lib.unc.edu/concern/articles/zs25xp20q,false
31897717,https://cdr.lib.unc.edu/concern/articles/t148fw532,true
31732942,,
32445944,https://cdr.lib.unc.edu/concern/articles/js956v03s,false
31678056,,
35592895,,
29497922,https://cdr.lib.unc.edu/concern/articles/hh63t711p,true
33276350,https://cdr.lib.unc.edu/concern/articles/jm2153289,false
31350713,https://cdr.lib.unc.edu/concern/articles/fj236d61d,false
33359628,https://cdr.lib.unc.edu/concern/articles/n87104660,false
28989099,https://cdr.lib.unc.edu/concern/articles/6w924q33s,false
38578081,https://cdr.lib.unc.edu/concern/articles/h989rh63c,true
36905832,https://cdr.lib.unc.edu/concern/articles/fb494p88r,false
32849659,https://cdr.lib.unc.edu/concern/articles/dv1406311,true
30004996,,
